client,service,transaction_type,activity_date,amount
OptiTech Solutions,Advisory Services,FX Transaction,2020-11-27,966
OptiTech Solutions,Advisory Services,Inquiry,2020-07-01,0
OptiTech Solutions,Advisory Services,Trade Execution,2020-08-02,753
OptiTech Solutions,Advisory Services,Onboarding,2023-09-12,611
OptiTech Solutions,Advisory Services,Corporate Action,2023-11-08,162
OptiTech Solutions,Advisory Services,Corporate Action,2022-01-08,505
OptiTech Solutions,Advisory Services,Contract Renewal,2020-11-11,575
OptiTech Solutions,Advisory Services,Inquiry,2021-02-11,0
OptiTech Solutions,Advisory Services,Corporate Action,2020-10-21,900
OptiTech Solutions,Advisory Services,Contract Termination,2022-11-29,254
OptiTech Solutions,Trade Settlements,FX Transaction,2020-04-23,886
OptiTech Solutions,Trade Settlements,FX Transaction,2019-03-31,335
OptiTech Solutions,Trade Settlements,Corporate Action,2022-12-15,945
OptiTech Solutions,Trade Settlements,FX Transaction,2021-03-01,689
OptiTech Solutions,Trade Settlements,Reconciliation,2021-10-11,997
OptiTech Solutions,Trade Settlements,Trade Execution,2019-09-16,524
OptiTech Solutions,Trade Settlements,Contract Renewal,2023-11-17,112
OptiTech Solutions,Trade Settlements,Corporate Action,2019-07-24,548
OptiTech Solutions,Trade Settlements,Corporate Action,2019-02-01,749
OptiTech Solutions,Trade Settlements,Reconciliation,2021-04-19,901
OptiTech Solutions,Trade Settlements,Reconciliation,2019-06-03,490
OptiTech Solutions,Trade Settlements,Onboarding,2020-11-24,648
OptiTech Solutions,Trade Settlements,FX Transaction,2022-08-23,92
OptiTech Solutions,Trade Settlements,Contract Renewal,2023-10-12,700
OptiTech Solutions,Custody,Inquiry,2021-02-17,0
OptiTech Solutions,Custody,Contract Renewal,2022-07-07,745
OptiTech Solutions,Custody,Corporate Action,2023-11-22,564
OptiTech Solutions,Custody,Trade Execution,2022-06-18,80
OptiTech Solutions,Custody,Contract Termination,2022-07-16,710
OptiTech Solutions,Custody,Onboarding,2020-04-10,774
OptiTech Solutions,Custody,Cash Settlement,2021-06-07,110
OptiTech Solutions,Custody,Cash Settlement,2021-06-27,180
OptiTech Solutions,Custody,Onboarding,2019-03-01,57
OptiTech Solutions,Custody,Contract Renewal,2023-06-19,67
OptiTech Solutions,Custody,Onboarding,2021-01-04,393
OptiTech Solutions,Custody,FX Transaction,2019-10-26,260
OptiTech Solutions,Custody,Inquiry,2021-04-23,0
OptiTech Solutions,Custody,Reconciliation,2019-12-15,189
OptiTech Solutions,Equity and Fixed Income,Cash Settlement,2022-06-02,901
OptiTech Solutions,Equity and Fixed Income,FX Transaction,2022-06-23,709
OptiTech Solutions,Equity and Fixed Income,Contract Termination,2021-10-16,944
OptiTech Solutions,Equity and Fixed Income,Reconciliation,2020-04-20,482
OptiTech Solutions,Equity and Fixed Income,Onboarding,2021-07-30,271
OptiTech Solutions,Equity and Fixed Income,Trade Execution,2023-07-06,486
OptiTech Solutions,Equity and Fixed Income,Onboarding,2022-10-19,569
OptiTech Solutions,Equity and Fixed Income,Reconciliation,2019-06-01,462
OptiTech Solutions,Equity and Fixed Income,Contract Renewal,2022-04-18,316
OptiTech Solutions,Equity and Fixed Income,FX Transaction,2022-11-14,266
OptiTech Solutions,Equity and Fixed Income,Corporate Action,2023-09-28,319
OptiTech Solutions,Equity and Fixed Income,Contract Termination,2021-02-26,883
OptiTech Solutions,Equity and Fixed Income,Corporate Action,2019-08-07,252
OptiTech Solutions,Equity and Fixed Income,FX Transaction,2022-03-17,377
OptiTech Solutions,Hedge Fund Services,Onboarding,2022-12-03,312
OptiTech Solutions,Hedge Fund Services,Trade Execution,2023-08-27,684
OptiTech Solutions,Hedge Fund Services,FX Transaction,2020-07-16,18
OptiTech Solutions,Hedge Fund Services,Trade Execution,2022-05-26,773
OptiTech Solutions,Hedge Fund Services,Corporate Action,2023-09-02,935
OptiTech Solutions,Hedge Fund Services,Onboarding,2023-05-08,828
OptiTech Solutions,Hedge Fund Services,Contract Termination,2022-05-28,831
OptiTech Solutions,Hedge Fund Services,Contract Renewal,2020-03-24,661
OptiTech Solutions,Hedge Fund Services,Contract Termination,2022-06-25,266
OptiTech Solutions,Hedge Fund Services,Reconciliation,2022-07-10,109
OptiTech Solutions,Hedge Fund Services,Trade Execution,2020-09-24,817
OptiTech Solutions,Hedge Fund Services,Corporate Action,2019-03-10,603
OptiTech Solutions,Hedge Fund Services,Contract Renewal,2023-02-08,144
OptiTech Solutions,Hedge Fund Services,Cash Settlement,2020-08-27,344
OptiTech Solutions,Multi Asset Class Sol,FX Transaction,2019-12-26,215
OptiTech Solutions,Multi Asset Class Sol,Reconciliation,2023-05-30,562
OptiTech Solutions,Multi Asset Class Sol,Contract Renewal,2021-12-23,523
OptiTech Solutions,Multi Asset Class Sol,Onboarding,2023-08-28,178
OptiTech Solutions,Multi Asset Class Sol,Onboarding,2023-08-16,976
OptiTech Solutions,Multi Asset Class Sol,Corporate Action,2023-07-10,312
OptiTech Solutions,Multi Asset Class Sol,Contract Renewal,2023-07-06,127
OptiTech Solutions,Multi Asset Class Sol,Corporate Action,2019-06-04,154
OptiTech Solutions,Multi Asset Class Sol,Contract Termination,2023-10-28,702
OptiTech Solutions,Multi Asset Class Sol,FX Transaction,2023-09-29,833
OptiTech Solutions,Multi Asset Class Sol,Inquiry,2021-01-19,0
OptiTech Solutions,Multi Asset Class Sol,Cash Settlement,2023-06-08,414
OptiTech Solutions,Multi Asset Class Sol,Trade Execution,2020-06-25,559
OptiTech Solutions,Multi Asset Class Sol,Cash Settlement,2021-07-20,387
OptiTech Solutions,Currency Management,Onboarding,2022-04-12,400
OptiTech Solutions,Currency Management,Contract Renewal,2019-08-10,701
OptiTech Solutions,Currency Management,Contract Termination,2021-08-23,35
OptiTech Solutions,Currency Management,Inquiry,2020-11-02,0
OptiTech Solutions,Currency Management,Contract Termination,2022-08-19,74
OptiTech Solutions,Currency Management,Corporate Action,2022-12-06,319
OptiTech Solutions,Currency Management,FX Transaction,2019-08-27,153
OptiTech Solutions,Currency Management,Trade Execution,2019-03-18,321
OptiTech Solutions,Currency Management,Corporate Action,2019-08-26,109
OptiTech Solutions,Currency Management,Contract Termination,2023-12-23,560
OptiTech Solutions,Currency Management,Reconciliation,2021-03-06,474
OptiTech Solutions,Currency Management,Contract Renewal,2022-10-05,982
OptiTech Solutions,Currency Management,Inquiry,2021-05-08,0
OptiTech Solutions,Currency Management,Reconciliation,2023-12-19,434
OptiTech Solutions,NAV Calculation,Cash Settlement,2023-09-04,511
OptiTech Solutions,NAV Calculation,FX Transaction,2020-07-26,43
OptiTech Solutions,NAV Calculation,Contract Renewal,2020-03-20,464
OptiTech Solutions,NAV Calculation,Corporate Action,2020-04-28,885
OptiTech Solutions,NAV Calculation,Contract Renewal,2019-07-23,712
OptiTech Solutions,NAV Calculation,Contract Renewal,2022-01-20,933
OptiTech Solutions,NAV Calculation,Contract Renewal,2019-05-05,417
OptiTech Solutions,NAV Calculation,Onboarding,2020-01-24,135
OptiTech Solutions,NAV Calculation,Corporate Action,2019-07-07,688
OptiTech Solutions,NAV Calculation,Contract Termination,2022-08-07,664
OptiTech Solutions,NAV Calculation,Trade Execution,2019-04-14,815
OptiTech Solutions,NAV Calculation,Contract Renewal,2020-05-13,138
OptiTech Solutions,NAV Calculation,Contract Termination,2019-05-21,859
OptiTech Solutions,NAV Calculation,Inquiry,2020-02-29,0
BrightWave Technologies,Trade Settlements,Contract Termination,2023-07-24,900
BrightWave Technologies,Trade Settlements,Contract Termination,2020-11-03,802
BrightWave Technologies,Trade Settlements,Reconciliation,2023-06-04,932
BrightWave Technologies,Trade Settlements,Trade Execution,2020-07-21,889
BrightWave Technologies,Trade Settlements,Reconciliation,2019-09-24,563
BrightWave Technologies,Trade Settlements,Onboarding,2023-06-24,188
BrightWave Technologies,Trade Settlements,Cash Settlement,2022-09-15,897
BrightWave Technologies,Trade Settlements,Trade Execution,2019-09-27,25
BrightWave Technologies,Trade Settlements,Contract Renewal,2023-06-06,817
BrightWave Technologies,Trade Settlements,Contract Termination,2022-04-20,341
BrightWave Technologies,Trade Settlements,Trade Execution,2019-12-23,281
BrightWave Technologies,Trade Settlements,Trade Execution,2019-09-17,769
BrightWave Technologies,Trade Settlements,FX Transaction,2021-12-13,126
BrightWave Technologies,Trade Settlements,Cash Settlement,2021-09-02,469
BrightWave Technologies,Security Finances,Contract Renewal,2021-11-17,617
BrightWave Technologies,Security Finances,Cash Settlement,2021-07-14,525
BrightWave Technologies,Security Finances,Contract Termination,2022-06-13,54
BrightWave Technologies,Security Finances,Inquiry,2020-09-09,0
BrightWave Technologies,Security Finances,Corporate Action,2022-08-10,997
BrightWave Technologies,Security Finances,Trade Execution,2019-05-05,500
BrightWave Technologies,Security Finances,FX Transaction,2021-05-23,712
BrightWave Technologies,Security Finances,Cash Settlement,2021-10-01,739
BrightWave Technologies,Security Finances,Corporate Action,2019-05-31,930
BrightWave Technologies,Security Finances,Cash Settlement,2020-10-21,632
BrightWave Technologies,Security Finances,Reconciliation,2019-05-15,139
BrightWave Technologies,Security Finances,Onboarding,2022-07-02,658
BrightWave Technologies,Security Finances,Inquiry,2022-12-29,0
BrightWave Technologies,Security Finances,Contract Renewal,2021-02-19,621
BrightWave Technologies,Multi Asset Class Sol,Inquiry,2020-08-26,0
BrightWave Technologies,Multi Asset Class Sol,Corporate Action,2021-11-01,629
BrightWave Technologies,Multi Asset Class Sol,FX Transaction,2019-07-23,822
BrightWave Technologies,Multi Asset Class Sol,Cash Settlement,2023-10-13,680
BrightWave Technologies,Multi Asset Class Sol,Inquiry,2023-01-16,0
BrightWave Technologies,Multi Asset Class Sol,Contract Termination,2021-05-30,472
BrightWave Technologies,Multi Asset Class Sol,Contract Termination,2021-04-27,357
BrightWave Technologies,Multi Asset Class Sol,Corporate Action,2021-03-27,435
BrightWave Technologies,Multi Asset Class Sol,Cash Settlement,2020-10-02,447
BrightWave Technologies,Multi Asset Class Sol,Contract Renewal,2022-09-24,271
BrightWave Technologies,Multi Asset Class Sol,Contract Renewal,2019-11-09,713
BrightWave Technologies,Multi Asset Class Sol,Corporate Action,2019-05-18,103
BrightWave Technologies,Multi Asset Class Sol,Cash Settlement,2019-07-10,452
BrightWave Technologies,Multi Asset Class Sol,Cash Settlement,2023-03-05,766
BrightWave Technologies,Equity and Fixed Income,Contract Renewal,2023-07-21,143
BrightWave Technologies,Equity and Fixed Income,Inquiry,2019-05-03,0
BrightWave Technologies,Equity and Fixed Income,Inquiry,2022-02-24,0
BrightWave Technologies,Equity and Fixed Income,Contract Renewal,2022-10-04,135
BrightWave Technologies,Equity and Fixed Income,FX Transaction,2020-12-25,904
BrightWave Technologies,Equity and Fixed Income,FX Transaction,2023-11-13,947
BrightWave Technologies,Equity and Fixed Income,Trade Execution,2020-08-12,624
BrightWave Technologies,Equity and Fixed Income,Onboarding,2020-12-21,116
BrightWave Technologies,Equity and Fixed Income,Inquiry,2020-03-11,0
BrightWave Technologies,Equity and Fixed Income,Reconciliation,2022-09-06,503
BrightWave Technologies,Equity and Fixed Income,Contract Termination,2023-10-02,120
BrightWave Technologies,Equity and Fixed Income,Contract Renewal,2023-09-28,579
BrightWave Technologies,Equity and Fixed Income,Contract Renewal,2019-08-24,790
BrightWave Technologies,Equity and Fixed Income,Onboarding,2022-03-21,241
BrightWave Technologies,Hedge Fund Services,FX Transaction,2023-09-27,584
BrightWave Technologies,Hedge Fund Services,Inquiry,2019-02-23,0
BrightWave Technologies,Hedge Fund Services,Onboarding,2019-03-01,194
BrightWave Technologies,Hedge Fund Services,Onboarding,2022-12-10,790
BrightWave Technologies,Hedge Fund Services,Onboarding,2020-11-26,369
BrightWave Technologies,Hedge Fund Services,Trade Execution,2020-01-07,900
BrightWave Technologies,Hedge Fund Services,Reconciliation,2022-03-05,683
BrightWave Technologies,Hedge Fund Services,FX Transaction,2019-05-23,155
BrightWave Technologies,Hedge Fund Services,Trade Execution,2019-07-07,774
BrightWave Technologies,Hedge Fund Services,Inquiry,2020-03-16,0
BrightWave Technologies,Hedge Fund Services,FX Transaction,2021-05-09,474
BrightWave Technologies,Hedge Fund Services,Contract Renewal,2019-11-19,388
BrightWave Technologies,Hedge Fund Services,Onboarding,2023-01-17,342
BrightWave Technologies,Hedge Fund Services,Cash Settlement,2023-12-15,63
BrightWave Technologies,Custody,Reconciliation,2019-11-19,782
BrightWave Technologies,Custody,Trade Execution,2022-10-12,93
BrightWave Technologies,Custody,Onboarding,2021-06-26,687
BrightWave Technologies,Custody,FX Transaction,2021-09-21,631
BrightWave Technologies,Custody,Corporate Action,2021-04-28,289
BrightWave Technologies,Custody,Contract Termination,2023-03-27,534
BrightWave Technologies,Custody,Cash Settlement,2020-12-07,450
BrightWave Technologies,Custody,Cash Settlement,2020-08-03,704
BrightWave Technologies,Custody,Corporate Action,2021-12-15,693
BrightWave Technologies,Custody,Onboarding,2019-04-04,235
BrightWave Technologies,Custody,FX Transaction,2022-05-12,66
BrightWave Technologies,Custody,Trade Execution,2020-02-23,318
BrightWave Technologies,Custody,Contract Termination,2023-04-21,150
BrightWave Technologies,Custody,Onboarding,2020-08-15,345
BrightWave Technologies,Currency Management,Cash Settlement,2019-01-16,519
BrightWave Technologies,Currency Management,FX Transaction,2019-12-26,142
BrightWave Technologies,Currency Management,FX Transaction,2021-12-26,730
BrightWave Technologies,Currency Management,Contract Termination,2021-10-21,582
BrightWave Technologies,Currency Management,Contract Renewal,2019-05-28,416
BrightWave Technologies,Currency Management,Trade Execution,2021-06-12,29
BrightWave Technologies,Currency Management,Corporate Action,2019-06-09,892
BrightWave Technologies,Currency Management,Contract Renewal,2022-03-25,449
BrightWave Technologies,Currency Management,FX Transaction,2022-12-24,665
BrightWave Technologies,Currency Management,FX Transaction,2020-08-15,127
BrightWave Technologies,Currency Management,FX Transaction,2019-02-12,999
BrightWave Technologies,Currency Management,Contract Renewal,2019-12-18,830
BrightWave Technologies,Currency Management,Corporate Action,2023-08-31,716
BrightWave Technologies,Currency Management,Contract Renewal,2019-06-30,457
Vertex Enterprises,Hedge Fund Services,Cash Settlement,2020-05-13,456
Vertex Enterprises,Hedge Fund Services,FX Transaction,2021-12-09,90
Vertex Enterprises,Hedge Fund Services,FX Transaction,2023-11-18,327
Vertex Enterprises,Hedge Fund Services,Contract Renewal,2020-03-29,351
Vertex Enterprises,Hedge Fund Services,Reconciliation,2019-06-06,532
Vertex Enterprises,Hedge Fund Services,Cash Settlement,2021-12-22,532
Vertex Enterprises,Hedge Fund Services,Contract Termination,2023-05-09,367
Vertex Enterprises,Hedge Fund Services,Contract Renewal,2023-01-29,991
Vertex Enterprises,Hedge Fund Services,Reconciliation,2020-04-28,115
Vertex Enterprises,Hedge Fund Services,Reconciliation,2020-06-08,212
Vertex Enterprises,Hedge Fund Services,Reconciliation,2022-05-18,166
Vertex Enterprises,Hedge Fund Services,Cash Settlement,2019-12-29,984
Vertex Enterprises,Hedge Fund Services,Corporate Action,2021-08-08,782
Vertex Enterprises,Hedge Fund Services,Corporate Action,2022-10-26,956
Vertex Enterprises,NAV Calculation,Contract Renewal,2023-11-05,652
Vertex Enterprises,NAV Calculation,Contract Renewal,2019-11-06,460
Vertex Enterprises,NAV Calculation,Cash Settlement,2021-08-18,462
Vertex Enterprises,NAV Calculation,Onboarding,2023-06-19,291
Vertex Enterprises,NAV Calculation,Trade Execution,2020-12-21,529
Vertex Enterprises,NAV Calculation,Cash Settlement,2020-09-27,482
Vertex Enterprises,NAV Calculation,Corporate Action,2019-03-19,68
Vertex Enterprises,NAV Calculation,Contract Renewal,2023-08-31,303
Vertex Enterprises,NAV Calculation,Cash Settlement,2022-08-13,894
Vertex Enterprises,NAV Calculation,Cash Settlement,2022-06-13,618
Vertex Enterprises,NAV Calculation,Inquiry,2021-02-26,0
Vertex Enterprises,NAV Calculation,Corporate Action,2022-04-03,577
Vertex Enterprises,NAV Calculation,Trade Execution,2021-07-10,940
Vertex Enterprises,NAV Calculation,Contract Termination,2020-10-20,629
Vertex Enterprises,Advisory Services,Corporate Action,2021-10-23,164
Vertex Enterprises,Advisory Services,Trade Execution,2021-07-11,115
Vertex Enterprises,Advisory Services,Contract Renewal,2023-01-02,96
Vertex Enterprises,Advisory Services,Inquiry,2022-08-16,0
Vertex Enterprises,Advisory Services,Reconciliation,2019-03-22,263
Vertex Enterprises,Advisory Services,Corporate Action,2021-06-18,546
Vertex Enterprises,Advisory Services,Inquiry,2022-06-02,0
Vertex Enterprises,Advisory Services,Reconciliation,2021-01-15,391
Vertex Enterprises,Advisory Services,Onboarding,2021-03-04,428
Vertex Enterprises,Advisory Services,Contract Renewal,2022-10-22,622
Vertex Enterprises,Advisory Services,Trade Execution,2023-06-05,656
Vertex Enterprises,Advisory Services,Contract Renewal,2019-05-15,347
Vertex Enterprises,Advisory Services,Cash Settlement,2022-02-16,704
Vertex Enterprises,Advisory Services,FX Transaction,2020-08-04,268
Vertex Enterprises,Digital Assets,Reconciliation,2020-11-13,93
Vertex Enterprises,Digital Assets,Reconciliation,2020-12-17,327
Vertex Enterprises,Digital Assets,FX Transaction,2019-09-22,619
Vertex Enterprises,Digital Assets,Cash Settlement,2020-09-26,582
Vertex Enterprises,Digital Assets,FX Transaction,2022-08-10,820
Vertex Enterprises,Digital Assets,Contract Renewal,2023-07-24,140
Vertex Enterprises,Digital Assets,Inquiry,2019-07-11,0
Vertex Enterprises,Digital Assets,FX Transaction,2021-11-07,380
Vertex Enterprises,Digital Assets,Trade Execution,2021-01-12,326
Vertex Enterprises,Digital Assets,Reconciliation,2020-03-14,359
Vertex Enterprises,Digital Assets,Corporate Action,2020-01-29,241
Vertex Enterprises,Digital Assets,Reconciliation,2019-11-14,89
Vertex Enterprises,Digital Assets,Onboarding,2023-09-26,817
Vertex Enterprises,Digital Assets,Cash Settlement,2021-11-05,799
Vertex Enterprises,Currency Management,Inquiry,2023-09-07,0
Vertex Enterprises,Currency Management,Inquiry,2019-03-19,0
Vertex Enterprises,Currency Management,Contract Renewal,2023-11-30,794
Vertex Enterprises,Currency Management,Reconciliation,2022-05-08,395
Vertex Enterprises,Currency Management,Reconciliation,2019-11-29,195
Vertex Enterprises,Currency Management,Reconciliation,2023-01-16,458
Vertex Enterprises,Currency Management,Trade Execution,2021-04-21,383
Vertex Enterprises,Currency Management,Contract Termination,2021-06-28,635
Vertex Enterprises,Currency Management,Onboarding,2023-03-21,776
Vertex Enterprises,Currency Management,Corporate Action,2020-04-24,556
Vertex Enterprises,Currency Management,Contract Termination,2020-09-25,998
Vertex Enterprises,Currency Management,Corporate Action,2023-09-07,208
Vertex Enterprises,Currency Management,Contract Renewal,2022-10-21,979
Vertex Enterprises,Currency Management,Corporate Action,2021-08-03,797
Alpha Omega Labs,Custody,Onboarding,2023-05-13,401
Alpha Omega Labs,Custody,Inquiry,2021-12-16,0
Alpha Omega Labs,Custody,FX Transaction,2019-11-28,846
Alpha Omega Labs,Custody,Contract Termination,2023-06-29,629
Alpha Omega Labs,Custody,Reconciliation,2023-11-23,266
Alpha Omega Labs,Custody,Trade Execution,2022-08-06,502
Alpha Omega Labs,Custody,Contract Renewal,2022-02-09,966
Alpha Omega Labs,Custody,Cash Settlement,2022-12-27,876
Alpha Omega Labs,Custody,Inquiry,2023-10-10,0
Alpha Omega Labs,Custody,Cash Settlement,2020-08-06,95
Alpha Omega Labs,Custody,Reconciliation,2020-07-12,470
Alpha Omega Labs,Custody,Inquiry,2019-10-29,0
Alpha Omega Labs,Custody,FX Transaction,2019-07-07,979
Alpha Omega Labs,Custody,Contract Termination,2023-07-31,471
Alpha Omega Labs,Security Finances,Contract Renewal,2019-02-24,434
Alpha Omega Labs,Security Finances,Trade Execution,2021-03-22,524
Alpha Omega Labs,Security Finances,Contract Renewal,2020-04-27,405
Alpha Omega Labs,Security Finances,Cash Settlement,2021-02-06,239
Alpha Omega Labs,Security Finances,Trade Execution,2020-10-14,963
Alpha Omega Labs,Security Finances,Cash Settlement,2023-09-15,741
Alpha Omega Labs,Security Finances,Contract Renewal,2023-06-09,159
Alpha Omega Labs,Security Finances,Reconciliation,2019-03-20,303
Alpha Omega Labs,Security Finances,Corporate Action,2022-11-26,861
Alpha Omega Labs,Security Finances,Reconciliation,2023-04-04,732
Alpha Omega Labs,Security Finances,Corporate Action,2021-07-07,640
Alpha Omega Labs,Security Finances,Trade Execution,2019-06-12,29
Alpha Omega Labs,Security Finances,Onboarding,2020-03-17,865
Alpha Omega Labs,Security Finances,Reconciliation,2022-01-28,972
Alpha Omega Labs,Hedge Fund Services,Inquiry,2021-05-16,0
Alpha Omega Labs,Hedge Fund Services,Cash Settlement,2023-05-09,305
Alpha Omega Labs,Hedge Fund Services,Contract Termination,2020-09-08,134
Alpha Omega Labs,Hedge Fund Services,Trade Execution,2020-05-03,439
Alpha Omega Labs,Hedge Fund Services,Corporate Action,2019-05-09,123
Alpha Omega Labs,Hedge Fund Services,Corporate Action,2022-05-07,558
Alpha Omega Labs,Hedge Fund Services,Trade Execution,2022-07-18,537
Alpha Omega Labs,Hedge Fund Services,Contract Termination,2023-01-11,157
Alpha Omega Labs,Hedge Fund Services,Onboarding,2021-05-29,11
Alpha Omega Labs,Hedge Fund Services,Contract Renewal,2020-05-07,594
Alpha Omega Labs,Hedge Fund Services,FX Transaction,2020-01-19,690
Alpha Omega Labs,Hedge Fund Services,Cash Settlement,2021-12-08,379
Alpha Omega Labs,Hedge Fund Services,Cash Settlement,2021-12-13,567
Alpha Omega Labs,Hedge Fund Services,Inquiry,2023-05-30,0
Alpha Omega Labs,Multi Asset Class Sol,Inquiry,2022-02-08,0
Alpha Omega Labs,Multi Asset Class Sol,Trade Execution,2021-03-10,904
Alpha Omega Labs,Multi Asset Class Sol,Corporate Action,2019-03-31,660
Alpha Omega Labs,Multi Asset Class Sol,FX Transaction,2021-02-03,269
Alpha Omega Labs,Multi Asset Class Sol,Trade Execution,2021-01-01,817
Alpha Omega Labs,Multi Asset Class Sol,Cash Settlement,2020-12-07,256
Alpha Omega Labs,Multi Asset Class Sol,Cash Settlement,2023-04-30,605
Alpha Omega Labs,Multi Asset Class Sol,Contract Renewal,2019-10-01,55
Alpha Omega Labs,Multi Asset Class Sol,Contract Renewal,2022-01-23,356
Alpha Omega Labs,Multi Asset Class Sol,Reconciliation,2023-08-28,807
Alpha Omega Labs,Multi Asset Class Sol,Corporate Action,2022-11-25,500
Alpha Omega Labs,Multi Asset Class Sol,Reconciliation,2023-07-20,148
Alpha Omega Labs,Multi Asset Class Sol,Cash Settlement,2023-01-06,804
Alpha Omega Labs,Multi Asset Class Sol,Corporate Action,2019-03-17,310
EcoFusion Energy,Currency Management,Contract Termination,2019-03-31,820
EcoFusion Energy,Currency Management,Contract Termination,2023-12-20,52
EcoFusion Energy,Currency Management,Contract Renewal,2020-09-27,537
EcoFusion Energy,Currency Management,FX Transaction,2023-07-28,566
EcoFusion Energy,Currency Management,Corporate Action,2020-06-02,47
EcoFusion Energy,Currency Management,Contract Termination,2020-08-08,375
EcoFusion Energy,Currency Management,Trade Execution,2023-11-09,681
EcoFusion Energy,Currency Management,Contract Renewal,2020-07-13,137
EcoFusion Energy,Currency Management,Contract Renewal,2021-06-13,920
EcoFusion Energy,Currency Management,FX Transaction,2023-03-03,460
EcoFusion Energy,Currency Management,FX Transaction,2020-11-25,201
EcoFusion Energy,Currency Management,Corporate Action,2022-11-18,519
EcoFusion Energy,Currency Management,Contract Renewal,2023-06-21,541
EcoFusion Energy,Currency Management,Onboarding,2023-06-29,94
EcoFusion Energy,NAV Calculation,FX Transaction,2019-06-11,450
EcoFusion Energy,NAV Calculation,Reconciliation,2022-01-22,310
EcoFusion Energy,NAV Calculation,Contract Renewal,2019-07-30,91
EcoFusion Energy,NAV Calculation,Contract Renewal,2022-09-15,312
EcoFusion Energy,NAV Calculation,Onboarding,2021-07-02,627
EcoFusion Energy,NAV Calculation,FX Transaction,2019-12-08,716
EcoFusion Energy,NAV Calculation,Corporate Action,2020-12-20,467
EcoFusion Energy,NAV Calculation,Trade Execution,2023-01-28,900
EcoFusion Energy,NAV Calculation,Contract Renewal,2022-06-13,455
EcoFusion Energy,NAV Calculation,Onboarding,2022-08-02,820
EcoFusion Energy,NAV Calculation,Trade Execution,2019-06-03,697
EcoFusion Energy,NAV Calculation,FX Transaction,2021-01-14,535
EcoFusion Energy,NAV Calculation,Reconciliation,2019-03-05,156
EcoFusion Energy,NAV Calculation,Corporate Action,2019-03-13,139
EcoFusion Energy,Security Finances,Cash Settlement,2020-04-28,807
EcoFusion Energy,Security Finances,Contract Renewal,2021-01-11,402
EcoFusion Energy,Security Finances,Trade Execution,2022-05-24,167
EcoFusion Energy,Security Finances,Corporate Action,2021-01-29,390
EcoFusion Energy,Security Finances,Corporate Action,2023-04-12,88
EcoFusion Energy,Security Finances,Reconciliation,2021-12-20,385
EcoFusion Energy,Security Finances,FX Transaction,2020-10-05,675
EcoFusion Energy,Security Finances,Onboarding,2020-05-26,993
EcoFusion Energy,Security Finances,Cash Settlement,2019-02-23,763
EcoFusion Energy,Security Finances,Reconciliation,2021-10-19,540
EcoFusion Energy,Security Finances,FX Transaction,2022-02-24,130
EcoFusion Energy,Security Finances,Onboarding,2023-05-07,276
EcoFusion Energy,Security Finances,Corporate Action,2020-03-15,636
EcoFusion Energy,Security Finances,Onboarding,2022-11-22,948
EcoFusion Energy,Digital Assets,Corporate Action,2020-02-14,135
EcoFusion Energy,Digital Assets,Reconciliation,2023-10-13,85
EcoFusion Energy,Digital Assets,Corporate Action,2019-12-20,930
EcoFusion Energy,Digital Assets,Corporate Action,2019-06-29,839
EcoFusion Energy,Digital Assets,Contract Renewal,2022-09-29,365
EcoFusion Energy,Digital Assets,Cash Settlement,2022-01-31,565
EcoFusion Energy,Digital Assets,Onboarding,2023-12-31,317
EcoFusion Energy,Digital Assets,Reconciliation,2022-12-28,736
EcoFusion Energy,Digital Assets,Reconciliation,2023-06-14,380
EcoFusion Energy,Digital Assets,Inquiry,2020-04-04,0
EcoFusion Energy,Digital Assets,Cash Settlement,2020-02-16,821
EcoFusion Energy,Digital Assets,Reconciliation,2020-04-29,819
EcoFusion Energy,Digital Assets,Corporate Action,2019-02-23,379
EcoFusion Energy,Digital Assets,Inquiry,2022-03-18,0
EcoFusion Energy,Advisory Services,Contract Renewal,2021-08-15,832
EcoFusion Energy,Advisory Services,Inquiry,2019-09-23,0
EcoFusion Energy,Advisory Services,Cash Settlement,2019-05-15,326
EcoFusion Energy,Advisory Services,FX Transaction,2023-01-08,746
EcoFusion Energy,Advisory Services,Corporate Action,2021-12-12,430
EcoFusion Energy,Advisory Services,FX Transaction,2023-08-14,598
EcoFusion Energy,Advisory Services,Cash Settlement,2019-09-14,334
EcoFusion Energy,Advisory Services,Cash Settlement,2021-07-10,487
EcoFusion Energy,Advisory Services,Inquiry,2020-12-06,0
EcoFusion Energy,Advisory Services,Reconciliation,2023-12-04,858
EcoFusion Energy,Advisory Services,Inquiry,2022-08-03,0
EcoFusion Energy,Advisory Services,Reconciliation,2023-04-22,999
EcoFusion Energy,Advisory Services,Reconciliation,2021-06-05,524
EcoFusion Energy,Advisory Services,Trade Execution,2023-08-30,137
EcoFusion Energy,Custody,Inquiry,2019-11-10,0
EcoFusion Energy,Custody,Onboarding,2019-12-04,175
EcoFusion Energy,Custody,Contract Renewal,2022-12-23,240
EcoFusion Energy,Custody,Contract Renewal,2021-11-28,926
EcoFusion Energy,Custody,Onboarding,2023-09-29,90
EcoFusion Energy,Custody,Onboarding,2020-02-07,660
EcoFusion Energy,Custody,Inquiry,2020-07-16,0
EcoFusion Energy,Custody,Reconciliation,2022-07-04,320
EcoFusion Energy,Custody,Inquiry,2019-07-11,0
