client,year,service,roi,cost,feedback
OptiTech Solutions,2016,Security Finances,30,100,3
OptiTech Solutions,2016,Hedge Fund Services,55,100,1
OptiTech Solutions,2016,Advisory Services,93,100,3
OptiTech Solutions,2017,Digital Assets,29,87.83043744638576,1
OptiTech Solutions,2017,Hedge Fund Services,9,100,5
OptiTech Solutions,2017,Hedge Fund Services,48,100,4
OptiTech Solutions,2017,Trade Settlements,92,100,4
OptiTech Solutions,2017,NAV Calculation,92,50,5
OptiTech Solutions,2017,Equity and Fixed Income,3,100,5
OptiTech Solutions,2017,Advisory Services,6,52.48206425825755,1
OptiTech Solutions,2018,Digital Assets,2,57.580662813207354,2
OptiTech Solutions,2018,Trade Settlements,65,50,1
OptiTech Solutions,2018,Security Finances,77,57.815408556250986,5
OptiTech Solutions,2018,Trade Settlements,100,50,2
OptiTech Solutions,2018,Digital Assets,43,94.12273219975846,1
OptiTech Solutions,2018,Multi Asset Class Sol,75,52.2555285601286,1
OptiTech Solutions,2018,Custody,88,50,1
OptiTech Solutions,2018,Custody,59,50,1
OptiTech Solutions,2018,Multi Asset Class Sol,52,50,3
OptiTech Solutions,2019,Trade Settlements,54,82.59566188255494,4
OptiTech Solutions,2019,Multi Asset Class Sol,32,50,4
OptiTech Solutions,2019,Currency Management,50,53.296416937379405,3
OptiTech Solutions,2020,Multi Asset Class Sol,97,50,4
OptiTech Solutions,2020,Equity and Fixed Income,20,81.1759217196271,5
OptiTech Solutions,2020,Currency Management,29,95.90632651834551,3
OptiTech Solutions,2020,Advisory Services,97,76.64649434311121,3
OptiTech Solutions,2020,Advisory Services,42,50,2
OptiTech Solutions,2020,Security Finances,35,58.089630167954084,2
OptiTech Solutions,2020,Equity and Fixed Income,8,50,5
OptiTech Solutions,2021,Security Finances,39,50,4
OptiTech Solutions,2021,Digital Assets,94,50,3
OptiTech Solutions,2021,NAV Calculation,60,85.67447351033658,3
OptiTech Solutions,2021,Trade Settlements,5,60.779600960660204,3
OptiTech Solutions,2021,Digital Assets,5,95.92004265603539,3
OptiTech Solutions,2021,Equity and Fixed Income,63,58.358770356300965,3
OptiTech Solutions,2021,NAV Calculation,78,50,1
OptiTech Solutions,2021,Multi Asset Class Sol,1,50,5
OptiTech Solutions,2022,Currency Management,94,50,2
OptiTech Solutions,2022,Multi Asset Class Sol,57,51.091629153330466,5
OptiTech Solutions,2022,Hedge Fund Services,32,100,3
OptiTech Solutions,2022,Security Finances,62,66.67169640353438,4
OptiTech Solutions,2022,Currency Management,55,100,3
OptiTech Solutions,2022,NAV Calculation,22,50,4
OptiTech Solutions,2022,Currency Management,70,100,3
OptiTech Solutions,2022,NAV Calculation,98,50,4
OptiTech Solutions,2022,Trade Settlements,22,50,1
BrightWave Technologies,2010,NAV Calculation,69,72.65899074961494,1
BrightWave Technologies,2011,NAV Calculation,50,50,2
BrightWave Technologies,2011,Currency Management,4,50,1
BrightWave Technologies,2011,Security Finances,79,97.61275344322473,4
BrightWave Technologies,2011,NAV Calculation,33,56.97849320625581,3
BrightWave Technologies,2011,Equity and Fixed Income,44,100,4
BrightWave Technologies,2012,Security Finances,21,90.16791198374844,1
BrightWave Technologies,2012,Trade Settlements,34,81.53111847344094,1
BrightWave Technologies,2012,Multi Asset Class Sol,94,98.29505136786099,5
BrightWave Technologies,2013,Trade Settlements,86,100,1
BrightWave Technologies,2013,NAV Calculation,63,100,4
BrightWave Technologies,2014,Security Finances,25,100,4
BrightWave Technologies,2014,Digital Assets,49,97.6744535637873,2
BrightWave Technologies,2014,NAV Calculation,36,100,4
BrightWave Technologies,2014,NAV Calculation,13,84.30675804814238,1
BrightWave Technologies,2014,Digital Assets,36,50,1
BrightWave Technologies,2014,Custody,43,95.71971898889907,2
BrightWave Technologies,2015,Multi Asset Class Sol,1,100,3
BrightWave Technologies,2015,Custody,50,74.76073021829677,2
BrightWave Technologies,2015,Currency Management,42,100,3
BrightWave Technologies,2015,Digital Assets,43,100,3
BrightWave Technologies,2015,NAV Calculation,5,100,2
BrightWave Technologies,2015,Trade Settlements,95,100,5
BrightWave Technologies,2015,Equity and Fixed Income,77,100,2
BrightWave Technologies,2016,Advisory Services,35,96.79269591860022,1
BrightWave Technologies,2016,Equity and Fixed Income,20,74.38640468021858,2
BrightWave Technologies,2016,Custody,67,100,4
BrightWave Technologies,2016,Security Finances,85,100,2
BrightWave Technologies,2016,Custody,93,77.782336856896,5
BrightWave Technologies,2016,Multi Asset Class Sol,29,67.13887717793911,3
BrightWave Technologies,2016,Advisory Services,20,98.24189216757527,1
BrightWave Technologies,2017,Security Finances,52,96.15925837034926,4
BrightWave Technologies,2017,Digital Assets,34,68.5198342002412,1
BrightWave Technologies,2017,NAV Calculation,78,83.64949699491494,5
BrightWave Technologies,2017,Security Finances,88,100,2
BrightWave Technologies,2018,NAV Calculation,41,50,3
BrightWave Technologies,2019,Hedge Fund Services,20,74.20869868563508,4
BrightWave Technologies,2019,Digital Assets,27,82.91079830276047,5
BrightWave Technologies,2019,NAV Calculation,56,91.13307649139469,1
BrightWave Technologies,2019,Trade Settlements,38,68.07361256799256,4
BrightWave Technologies,2019,Equity and Fixed Income,4,88.89157760407002,1
BrightWave Technologies,2019,NAV Calculation,3,50,4
BrightWave Technologies,2019,Hedge Fund Services,57,50,3
BrightWave Technologies,2020,Custody,57,81.11601362802001,5
BrightWave Technologies,2020,Custody,71,50,1
BrightWave Technologies,2020,Equity and Fixed Income,74,100,1
BrightWave Technologies,2020,Security Finances,4,69.99922231014729,1
BrightWave Technologies,2020,Hedge Fund Services,78,50,4
BrightWave Technologies,2020,Digital Assets,41,50,4
BrightWave Technologies,2020,Currency Management,9,69.76705856843762,4
BrightWave Technologies,2021,Security Finances,35,50,3
BrightWave Technologies,2021,Equity and Fixed Income,63,78.1969388768136,5
BrightWave Technologies,2021,Currency Management,71,65.92891680928483,2
BrightWave Technologies,2021,Custody,9,100,2
BrightWave Technologies,2021,Multi Asset Class Sol,82,50,4
BrightWave Technologies,2021,Custody,28,100,4
BrightWave Technologies,2021,Currency Management,35,83.02794081881986,5
BrightWave Technologies,2021,Hedge Fund Services,90,63.567023683341034,2
BrightWave Technologies,2022,Security Finances,2,50,4
Vertex Enterprises,2010,Trade Settlements,66,50.466064117217876,5
Vertex Enterprises,2010,Custody,89,100,4
Vertex Enterprises,2010,Digital Assets,95,100,2
Vertex Enterprises,2010,NAV Calculation,67,50,2
Vertex Enterprises,2010,Currency Management,85,50,5
Vertex Enterprises,2010,Security Finances,42,50,5
Vertex Enterprises,2010,Equity and Fixed Income,58,72.39733466998857,4
Vertex Enterprises,2010,Currency Management,17,100,2
Vertex Enterprises,2011,Equity and Fixed Income,10,68.17620691718497,3
Vertex Enterprises,2011,Multi Asset Class Sol,17,55.83761028076564,1
Vertex Enterprises,2011,Currency Management,42,100,4
Vertex Enterprises,2012,NAV Calculation,52,64.25354532287821,4
Vertex Enterprises,2012,NAV Calculation,34,100,5
Vertex Enterprises,2012,Hedge Fund Services,53,100,4
Vertex Enterprises,2012,Digital Assets,23,92.8052386970694,1
Vertex Enterprises,2012,Hedge Fund Services,92,100,1
Vertex Enterprises,2012,Equity and Fixed Income,84,100,2
Vertex Enterprises,2012,Currency Management,83,100,2
Vertex Enterprises,2012,Currency Management,90,87.91346133449215,2
Vertex Enterprises,2012,Advisory Services,55,81.4315123780847,1
Vertex Enterprises,2012,Currency Management,49,52.259687922265385,5
Vertex Enterprises,2013,Advisory Services,96,50,3
Vertex Enterprises,2013,Security Finances,22,66.38175830493621,3
Vertex Enterprises,2013,Trade Settlements,89,50,3
Vertex Enterprises,2013,Equity and Fixed Income,78,50,2
Vertex Enterprises,2014,Advisory Services,43,50,4
Vertex Enterprises,2014,Security Finances,98,50,3
Vertex Enterprises,2014,Advisory Services,16,50,3
Vertex Enterprises,2014,Trade Settlements,51,66.2809631881581,5
Vertex Enterprises,2014,Advisory Services,77,77.66572806004912,5
Vertex Enterprises,2015,Security Finances,62,61.859900870500766,2
Vertex Enterprises,2015,Hedge Fund Services,51,85.73674061613362,5
Vertex Enterprises,2015,Currency Management,24,100,5
Vertex Enterprises,2015,Digital Assets,32,50,4
Vertex Enterprises,2015,Digital Assets,72,100,1
Vertex Enterprises,2015,Security Finances,42,50,5
Vertex Enterprises,2015,Equity and Fixed Income,10,50,1
Vertex Enterprises,2015,Custody,49,100,2
Vertex Enterprises,2016,Currency Management,91,76.61580623124634,5
Vertex Enterprises,2016,Currency Management,55,97.4183310441333,1
Vertex Enterprises,2016,Multi Asset Class Sol,15,74.1146792038644,3
Vertex Enterprises,2016,Security Finances,68,50,4
Vertex Enterprises,2016,Multi Asset Class Sol,10,54.79958628399979,5
Vertex Enterprises,2016,Security Finances,13,100,1
Vertex Enterprises,2016,Custody,62,100,3
Vertex Enterprises,2016,Digital Assets,59,80.13111896735089,2
Vertex Enterprises,2016,Hedge Fund Services,45,50,2
Vertex Enterprises,2016,Equity and Fixed Income,11,100,5
Vertex Enterprises,2017,Digital Assets,62,100,5
Vertex Enterprises,2017,NAV Calculation,87,58.2173957991735,5
Vertex Enterprises,2017,Currency Management,98,91.66936692834844,3
Vertex Enterprises,2017,Advisory Services,74,95.92176856967929,2
Vertex Enterprises,2017,Currency Management,7,83.58991144430574,5
Vertex Enterprises,2017,Digital Assets,8,50,2
Vertex Enterprises,2017,Security Finances,40,100,3
Vertex Enterprises,2017,Advisory Services,88,100,1
Vertex Enterprises,2018,Security Finances,59,100,2
Vertex Enterprises,2018,Digital Assets,50,90.4416671272225,3
Vertex Enterprises,2018,Currency Management,68,73.54960362541627,3
Vertex Enterprises,2018,Trade Settlements,33,100,2
Vertex Enterprises,2019,Digital Assets,70,100,1
Vertex Enterprises,2019,Trade Settlements,20,100,5
Vertex Enterprises,2019,Currency Management,6,93.59116359633455,1
Vertex Enterprises,2019,Equity and Fixed Income,73,100,3
Vertex Enterprises,2019,Digital Assets,86,100,2
Vertex Enterprises,2020,Advisory Services,91,50.21673422903832,3
Vertex Enterprises,2020,Hedge Fund Services,66,100,3
Vertex Enterprises,2020,Hedge Fund Services,35,90.15962966009054,4
Vertex Enterprises,2020,NAV Calculation,96,100,1
Vertex Enterprises,2021,Equity and Fixed Income,26,100,5
Vertex Enterprises,2021,Hedge Fund Services,66,98.59871419543258,5
Vertex Enterprises,2022,Currency Management,56,50,3
Vertex Enterprises,2022,Equity and Fixed Income,44,100,1
Vertex Enterprises,2022,Equity and Fixed Income,14,87.94193416388214,4
Vertex Enterprises,2022,NAV Calculation,51,100,4
Vertex Enterprises,2022,Trade Settlements,87,100,3
Vertex Enterprises,2022,Multi Asset Class Sol,20,73.91150413129571,2
Alpha Omega Labs,2010,Currency Management,59,57.540658714560905,4
Alpha Omega Labs,2010,Custody,41,71.12586395670117,2
Alpha Omega Labs,2010,Currency Management,3,100,3
Alpha Omega Labs,2010,Equity and Fixed Income,65,50,1
Alpha Omega Labs,2010,Advisory Services,95,94.2340376866456,4
Alpha Omega Labs,2010,Security Finances,61,59.003540902926446,5
Alpha Omega Labs,2010,Security Finances,33,50,3
Alpha Omega Labs,2011,Security Finances,10,65.1383969492945,4
Alpha Omega Labs,2011,Trade Settlements,13,57.44426526296222,5
Alpha Omega Labs,2011,Multi Asset Class Sol,58,50,4
Alpha Omega Labs,2011,Hedge Fund Services,89,67.87002692499955,5
Alpha Omega Labs,2011,Currency Management,7,50,4
Alpha Omega Labs,2011,Hedge Fund Services,98,59.69075065924915,4
Alpha Omega Labs,2011,Equity and Fixed Income,32,53.76024223262452,4
Alpha Omega Labs,2011,Multi Asset Class Sol,98,50,1
Alpha Omega Labs,2011,Custody,7,100,1
Alpha Omega Labs,2012,Hedge Fund Services,87,100,5
Alpha Omega Labs,2012,Equity and Fixed Income,44,94.77847211458099,4
Alpha Omega Labs,2012,Digital Assets,58,50,4
Alpha Omega Labs,2012,Equity and Fixed Income,35,67.6357796848072,3
Alpha Omega Labs,2012,Hedge Fund Services,78,98.62111290947988,5
Alpha Omega Labs,2012,NAV Calculation,75,100,3
Alpha Omega Labs,2012,Multi Asset Class Sol,45,100,5
Alpha Omega Labs,2012,Multi Asset Class Sol,6,97.924198652076,3
Alpha Omega Labs,2012,Advisory Services,83,93.44132855117579,2
Alpha Omega Labs,2013,Equity and Fixed Income,65,95.23844108825784,3
Alpha Omega Labs,2013,Trade Settlements,23,50,3
Alpha Omega Labs,2013,Hedge Fund Services,75,81.5938344514276,4
Alpha Omega Labs,2013,NAV Calculation,70,91.72336314804079,3
Alpha Omega Labs,2013,Advisory Services,21,71.45036185411135,4
Alpha Omega Labs,2014,Hedge Fund Services,89,50,3
Alpha Omega Labs,2014,Multi Asset Class Sol,93,100,4
Alpha Omega Labs,2014,Currency Management,24,100,1
Alpha Omega Labs,2014,Digital Assets,17,100,2
Alpha Omega Labs,2014,Equity and Fixed Income,68,100,3
Alpha Omega Labs,2015,Equity and Fixed Income,17,50.52727008476818,1
Alpha Omega Labs,2015,Equity and Fixed Income,47,50,5
Alpha Omega Labs,2015,Trade Settlements,38,100,1
Alpha Omega Labs,2015,Hedge Fund Services,59,65.1409735963143,2
Alpha Omega Labs,2015,Currency Management,50,100,3
Alpha Omega Labs,2015,Advisory Services,98,100,1
Alpha Omega Labs,2015,Custody,2,100,2
Alpha Omega Labs,2015,Trade Settlements,24,50.13834862528691,5
Alpha Omega Labs,2015,Security Finances,44,50,4
Alpha Omega Labs,2015,Custody,32,98.8867395465563,5
Alpha Omega Labs,2016,Currency Management,40,50,4
Alpha Omega Labs,2016,Currency Management,25,100,2
Alpha Omega Labs,2016,Multi Asset Class Sol,16,87.94347597533053,4
Alpha Omega Labs,2016,Hedge Fund Services,13,50,1
Alpha Omega Labs,2016,Security Finances,75,100,3
Alpha Omega Labs,2016,Equity and Fixed Income,68,100,3
Alpha Omega Labs,2016,Multi Asset Class Sol,71,100,5
Alpha Omega Labs,2016,Security Finances,24,98.76212591719172,4
Alpha Omega Labs,2016,Advisory Services,83,100,3
Alpha Omega Labs,2016,Advisory Services,47,79.79637855992182,3
Alpha Omega Labs,2017,Security Finances,14,79.59101340703012,2
Alpha Omega Labs,2017,Equity and Fixed Income,2,94.55782600625766,4
Alpha Omega Labs,2017,Advisory Services,4,50,5
Alpha Omega Labs,2017,Trade Settlements,93,100,3
Alpha Omega Labs,2017,Trade Settlements,8,50.25535470057858,1
Alpha Omega Labs,2017,Security Finances,92,100,3
Alpha Omega Labs,2017,Custody,23,87.21811096996416,2
Alpha Omega Labs,2017,Custody,11,100,1
Alpha Omega Labs,2018,Currency Management,88,86.25041817219498,1
Alpha Omega Labs,2018,Security Finances,49,76.37114098481938,4
Alpha Omega Labs,2018,Currency Management,82,100,3
Alpha Omega Labs,2018,Currency Management,23,100,3
Alpha Omega Labs,2018,Trade Settlements,24,100,5
Alpha Omega Labs,2018,Custody,4,88.9761143983051,4
Alpha Omega Labs,2018,NAV Calculation,63,100,4
Alpha Omega Labs,2018,Digital Assets,66,92.2880221154078,1
Alpha Omega Labs,2018,NAV Calculation,82,65.51858306033898,4
Alpha Omega Labs,2019,Trade Settlements,36,50,1
Alpha Omega Labs,2019,Trade Settlements,13,100,4
Alpha Omega Labs,2019,Equity and Fixed Income,63,100,5
Alpha Omega Labs,2019,NAV Calculation,5,50,2
Alpha Omega Labs,2019,Digital Assets,15,50,4
Alpha Omega Labs,2019,Advisory Services,44,50,2
Alpha Omega Labs,2019,Digital Assets,86,61.84784963563073,4
Alpha Omega Labs,2019,Hedge Fund Services,33,50,2
Alpha Omega Labs,2020,Hedge Fund Services,21,52.066315888284464,2
Alpha Omega Labs,2020,Security Finances,61,81.18935329742641,4
Alpha Omega Labs,2020,Digital Assets,71,100,5
Alpha Omega Labs,2020,Hedge Fund Services,68,50,3
Alpha Omega Labs,2020,Hedge Fund Services,17,50,5
Alpha Omega Labs,2020,Currency Management,58,65.63894573021092,1
Alpha Omega Labs,2020,Advisory Services,43,50,1
Alpha Omega Labs,2020,Advisory Services,59,50,4
Alpha Omega Labs,2020,Security Finances,27,50,5
Alpha Omega Labs,2021,Security Finances,21,51.2225215957012,5
Alpha Omega Labs,2021,Multi Asset Class Sol,16,63.93308728527222,2
Alpha Omega Labs,2021,Trade Settlements,40,100,5
Alpha Omega Labs,2021,Advisory Services,91,50,4
Alpha Omega Labs,2021,Equity and Fixed Income,18,98.78939756137791,2
Alpha Omega Labs,2021,Advisory Services,58,50,5
Alpha Omega Labs,2021,Multi Asset Class Sol,98,86.16819079338201,3
Alpha Omega Labs,2021,Digital Assets,90,50,1
Alpha Omega Labs,2021,Multi Asset Class Sol,85,50,3
Alpha Omega Labs,2021,Security Finances,67,97.0332712735937,5
Alpha Omega Labs,2022,Equity and Fixed Income,25,50,2
Alpha Omega Labs,2022,Custody,82,100,1
Alpha Omega Labs,2022,Multi Asset Class Sol,1,100,5
EcoFusion Energy,2010,Equity and Fixed Income,13,89.38483039280464,1
EcoFusion Energy,2010,NAV Calculation,68,100,2
EcoFusion Energy,2010,Equity and Fixed Income,90,100,4
EcoFusion Energy,2010,Advisory Services,56,51.897151007738096,5
EcoFusion Energy,2010,Currency Management,57,53.121529162827585,4
EcoFusion Energy,2010,Multi Asset Class Sol,27,53.14470160497385,5
EcoFusion Energy,2010,Digital Assets,54,100,4
EcoFusion Energy,2010,Digital Assets,49,100,2
EcoFusion Energy,2010,Equity and Fixed Income,59,57.2452152592173,5
EcoFusion Energy,2010,Trade Settlements,17,80.00582654197136,3
EcoFusion Energy,2011,Digital Assets,76,54.755609758325164,3
EcoFusion Energy,2011,Digital Assets,90,60.6188584427437,2
EcoFusion Energy,2012,Security Finances,28,69.83979695482572,3
EcoFusion Energy,2013,Digital Assets,4,79.4264029788703,4
EcoFusion Energy,2013,Trade Settlements,2,100,4
EcoFusion Energy,2013,Security Finances,84,75.1003725891379,3
EcoFusion Energy,2013,Advisory Services,74,67.63912180061237,5
EcoFusion Energy,2013,Hedge Fund Services,16,65.81015609133388,1
EcoFusion Energy,2014,Multi Asset Class Sol,67,50,1
EcoFusion Energy,2014,Currency Management,88,51.557615749567375,1
EcoFusion Energy,2014,NAV Calculation,36,73.41766535218488,3
EcoFusion Energy,2014,Hedge Fund Services,82,55.69240064600111,5
EcoFusion Energy,2015,Advisory Services,57,93.8211953639861,2
EcoFusion Energy,2015,NAV Calculation,81,66.78718526924237,3
EcoFusion Energy,2015,NAV Calculation,3,52.54589716372981,2
EcoFusion Energy,2015,Digital Assets,54,50,1
EcoFusion Energy,2015,Security Finances,6,50,5
EcoFusion Energy,2015,Digital Assets,34,50,3
EcoFusion Energy,2015,Currency Management,36,50,5
EcoFusion Energy,2015,Trade Settlements,50,100,4
EcoFusion Energy,2015,Digital Assets,60,50,3
EcoFusion Energy,2016,Digital Assets,8,50,4
EcoFusion Energy,2016,NAV Calculation,28,64.46574066308334,5
EcoFusion Energy,2016,Trade Settlements,15,50,4
EcoFusion Energy,2016,Digital Assets,29,93.93258738880597,5
EcoFusion Energy,2016,Security Finances,28,72.49716319166954,1
EcoFusion Energy,2016,Digital Assets,11,100,3
EcoFusion Energy,2016,Trade Settlements,37,100,5
EcoFusion Energy,2016,Hedge Fund Services,71,50,3
EcoFusion Energy,2017,Equity and Fixed Income,46,100,5
EcoFusion Energy,2017,Custody,89,50,4
EcoFusion Energy,2017,Trade Settlements,81,93.06278952132682,5
EcoFusion Energy,2017,Trade Settlements,62,91.22536186401558,5
EcoFusion Energy,2017,NAV Calculation,85,59.471515973114876,5
EcoFusion Energy,2017,Equity and Fixed Income,60,100,3
EcoFusion Energy,2017,NAV Calculation,82,100,1
EcoFusion Energy,2017,NAV Calculation,77,57.8477354250893,1
EcoFusion Energy,2018,Currency Management,68,95.85000040875862,2
EcoFusion Energy,2018,Digital Assets,39,50,1
EcoFusion Energy,2018,Advisory Services,17,50,3
EcoFusion Energy,2018,Currency Management,87,100,2
EcoFusion Energy,2018,Multi Asset Class Sol,1,50,5
EcoFusion Energy,2019,Custody,73,100,1
EcoFusion Energy,2019,Equity and Fixed Income,99,76.49587816159497,4
EcoFusion Energy,2020,Digital Assets,35,50,3
EcoFusion Energy,2020,Digital Assets,26,100,2
EcoFusion Energy,2020,NAV Calculation,26,89.15425507330295,1
EcoFusion Energy,2020,Trade Settlements,56,63.46066347952144,2
EcoFusion Energy,2021,Security Finances,57,100,1
EcoFusion Energy,2021,Trade Settlements,80,60.494398272045366,1
EcoFusion Energy,2021,Advisory Services,66,50,5
EcoFusion Energy,2022,Multi Asset Class Sol,78,54.309127079968064,2
EcoFusion Energy,2022,Trade Settlements,74,50,5
EcoFusion Energy,2022,Security Finances,91,50,2
EcoFusion Energy,2022,Hedge Fund Services,45,50,4
EcoFusion Energy,2022,Multi Asset Class Sol,1,50,5
EcoFusion Energy,2022,NAV Calculation,5,50,5
EcoFusion Energy,2022,Multi Asset Class Sol,54,50,4
BlueSky Innovations,2010,Multi Asset Class Sol,83,100,3
BlueSky Innovations,2011,Equity and Fixed Income,100,100,2
BlueSky Innovations,2011,Digital Assets,11,100,3
BlueSky Innovations,2011,Multi Asset Class Sol,100,86.61187033540847,4
BlueSky Innovations,2011,Currency Management,96,68.05631378109828,4
BlueSky Innovations,2011,Trade Settlements,30,50,3
BlueSky Innovations,2011,Equity and Fixed Income,67,77.36680362698256,5
BlueSky Innovations,2011,Currency Management,98,100,2
BlueSky Innovations,2012,Multi Asset Class Sol,60,100,4
BlueSky Innovations,2012,Security Finances,34,83.15442104534938,3
BlueSky Innovations,2013,Multi Asset Class Sol,32,86.34776460574946,2
BlueSky Innovations,2013,NAV Calculation,41,100,4
BlueSky Innovations,2013,NAV Calculation,73,52.49776998190114,1
BlueSky Innovations,2013,Digital Assets,33,59.225451158415304,2
BlueSky Innovations,2013,Currency Management,37,100,5
BlueSky Innovations,2013,Security Finances,47,100,2
BlueSky Innovations,2013,Advisory Services,100,50,5
BlueSky Innovations,2013,Trade Settlements,97,91.95351064272027,5
BlueSky Innovations,2013,Digital Assets,33,100,5
BlueSky Innovations,2013,Advisory Services,37,100,4
BlueSky Innovations,2014,Hedge Fund Services,100,100,2
BlueSky Innovations,2014,Advisory Services,1,68.18338594265404,5
BlueSky Innovations,2014,Currency Management,30,58.355616908878325,3
BlueSky Innovations,2014,Advisory Services,17,100,4
BlueSky Innovations,2015,Trade Settlements,65,97.64215656153888,4
BlueSky Innovations,2015,Multi Asset Class Sol,55,92.61533539784949,5
BlueSky Innovations,2015,Trade Settlements,73,100,2
BlueSky Innovations,2015,Hedge Fund Services,81,100,5
BlueSky Innovations,2015,Security Finances,17,55.496514076295504,3
BlueSky Innovations,2015,Advisory Services,80,61.51205911577632,1
BlueSky Innovations,2016,Advisory Services,7,58.84517485915418,3
BlueSky Innovations,2016,NAV Calculation,17,56.40190736401115,4
BlueSky Innovations,2016,Currency Management,51,62.312561512974604,5
BlueSky Innovations,2016,Equity and Fixed Income,65,76.09525511348662,4
BlueSky Innovations,2016,NAV Calculation,97,100,1
BlueSky Innovations,2016,Digital Assets,40,100,4
BlueSky Innovations,2016,Advisory Services,86,50,1
BlueSky Innovations,2016,Equity and Fixed Income,27,100,3
BlueSky Innovations,2016,Multi Asset Class Sol,89,58.3055225840598,5
BlueSky Innovations,2017,Advisory Services,97,99.05348202076739,4
BlueSky Innovations,2017,Trade Settlements,90,50,1
BlueSky Innovations,2017,Multi Asset Class Sol,3,50,3
BlueSky Innovations,2017,Digital Assets,2,50,3
BlueSky Innovations,2018,Equity and Fixed Income,77,85.67903598065843,5
BlueSky Innovations,2018,Digital Assets,73,65.53022930210429,2
BlueSky Innovations,2018,Digital Assets,42,50,5
BlueSky Innovations,2018,Hedge Fund Services,78,50,2
BlueSky Innovations,2018,Trade Settlements,59,84.71359095779523,2
BlueSky Innovations,2018,Digital Assets,54,81.9129027287428,5
BlueSky Innovations,2018,Hedge Fund Services,22,78.5059299138732,4
BlueSky Innovations,2018,Hedge Fund Services,26,50,3
BlueSky Innovations,2019,Trade Settlements,51,96.41908637999742,2
BlueSky Innovations,2019,Custody,51,50,2
BlueSky Innovations,2019,NAV Calculation,52,50,2
BlueSky Innovations,2019,Custody,25,52.104491037203864,4
BlueSky Innovations,2020,Custody,22,50,5
BlueSky Innovations,2020,Digital Assets,17,50,1
BlueSky Innovations,2020,NAV Calculation,13,50,5
BlueSky Innovations,2020,Multi Asset Class Sol,47,65.7806913211572,4
BlueSky Innovations,2020,Hedge Fund Services,14,81.22185175953842,4
BlueSky Innovations,2020,Hedge Fund Services,70,60.74577685177815,3
BlueSky Innovations,2021,Currency Management,52,70.45194518541595,4
BlueSky Innovations,2021,Hedge Fund Services,83,55.78189384561269,1
BlueSky Innovations,2021,Security Finances,30,90.88205356814791,2
BlueSky Innovations,2021,Custody,45,50,3
BlueSky Innovations,2021,Currency Management,78,70.8968693731369,3
BlueSky Innovations,2021,Custody,88,50,1
BlueSky Innovations,2021,Hedge Fund Services,12,50,4
BlueSky Innovations,2022,Trade Settlements,98,50,4
Phoenix Ventures,2010,Security Finances,48,87.45493126562913,3
Phoenix Ventures,2010,Hedge Fund Services,41,91.21386059184348,3
Phoenix Ventures,2010,Equity and Fixed Income,49,56.76600677188035,3
Phoenix Ventures,2010,Currency Management,43,50,5
Phoenix Ventures,2010,Hedge Fund Services,68,100,5
Phoenix Ventures,2010,NAV Calculation,44,50,3
Phoenix Ventures,2010,Hedge Fund Services,13,50,3
Phoenix Ventures,2010,Currency Management,9,50,5
Phoenix Ventures,2010,Security Finances,96,50,3
Phoenix Ventures,2010,Advisory Services,21,100,5
Phoenix Ventures,2011,Custody,32,89.31271631507974,3
Phoenix Ventures,2012,Equity and Fixed Income,71,50,2
Phoenix Ventures,2012,Digital Assets,95,100,5
Phoenix Ventures,2012,Trade Settlements,18,50,5
Phoenix Ventures,2012,Trade Settlements,17,94.90856324258313,3
Phoenix Ventures,2012,Security Finances,82,99.36881731815576,2
Phoenix Ventures,2012,NAV Calculation,28,57.278618541560405,4
Phoenix Ventures,2012,Hedge Fund Services,35,50,2
Phoenix Ventures,2013,Multi Asset Class Sol,64,81.25642053685333,3
Phoenix Ventures,2013,Security Finances,6,50,3
Phoenix Ventures,2013,NAV Calculation,22,50,5
Phoenix Ventures,2013,NAV Calculation,85,50,5
Phoenix Ventures,2013,Custody,84,100,2
Phoenix Ventures,2013,Multi Asset Class Sol,70,50,2
Phoenix Ventures,2013,Custody,53,94.73454204638412,2
Phoenix Ventures,2013,Hedge Fund Services,80,50,3
Phoenix Ventures,2014,Security Finances,10,72.83768027910001,3
Phoenix Ventures,2014,Equity and Fixed Income,43,50,1
Phoenix Ventures,2014,NAV Calculation,54,50,2
Phoenix Ventures,2014,Hedge Fund Services,29,84.87360219545572,5
Phoenix Ventures,2015,Equity and Fixed Income,63,88.64201294109526,3
Phoenix Ventures,2016,Digital Assets,74,50,1
Phoenix Ventures,2016,Hedge Fund Services,10,59.84482823245771,3
Phoenix Ventures,2016,NAV Calculation,55,67.72042983852734,5
Phoenix Ventures,2016,Hedge Fund Services,67,100,3
Phoenix Ventures,2016,Equity and Fixed Income,90,72.47302280732256,1
Phoenix Ventures,2016,Currency Management,58,62.057202320254376,3
Phoenix Ventures,2016,Custody,27,69.74420793753903,5
Phoenix Ventures,2017,NAV Calculation,94,50,5
Phoenix Ventures,2017,NAV Calculation,79,63.2045313606764,4
Phoenix Ventures,2017,Trade Settlements,7,50,5
Phoenix Ventures,2018,Currency Management,5,91.83172492292745,2
Phoenix Ventures,2018,Advisory Services,75,61.03882340629828,4
Phoenix Ventures,2018,Custody,96,51.72016875402847,3
Phoenix Ventures,2018,Digital Assets,47,78.54457729308879,2
Phoenix Ventures,2018,Advisory Services,3,50,4
Phoenix Ventures,2018,Advisory Services,6,100,3
