cost,roi,feedback,year,client,service
94.21273827400417,118.086343338245,3,2020,Stellar Services,Custody
103.32413019037384,77.89486562299373,5,2021,Stellar Services,Custody
100.42727397312947,125.4926910295805,3,2022,Stellar Services,Custody
118.52830353302528,84.93030402074221,3,2023,Stellar Services,Custody
81,70,2,2010,Stellar Services,Currency Management
65.76358359377926,109.8572826627794,3,2011,Stellar Services,Currency Management
68.61387833907439,103.65032221651688,4,2012,Stellar Services,Currency Management
68.94441426063102,95.3962047580975,5,2013,Stellar Services,Currency Management
120.6998149030307,89.19640445018292,4,2014,Stellar Services,Currency Management
114.58777394965705,73.47558769478287,5,2015,Stellar Services,Currency Management
102.23521784628392,101.93857815219336,4,2016,Stellar Services,Currency Management
103.14918194404854,74.05625872236206,5,2017,Stellar Services,Currency Management
73.99880481323689,95.99577021826752,4,2018,Stellar Services,Currency Management
67.21243501493225,84.49099290095681,4,2019,Stellar Services,Currency Management
83.87173476630785,73.9736760806368,5,2020,Stellar Services,Currency Management
119.11535165221102,72.8209448903839,5,2021,Stellar Services,Currency Management
88.05772248307518,98.1518139217073,2,2022,Stellar Services,Currency Management
65.20025670117752,93.23938416615132,3,2023,Stellar Services,Currency Management
75,119,4,2010,Stellar Services,Trade Settlements
65.62463280896404,83.4648108016744,4,2011,Stellar Services,Trade Settlements
92.04473326157066,72.81753367918196,3,2012,Stellar Services,Trade Settlements
71.09074151567688,74.60287184161827,3,2013,Stellar Services,Trade Settlements
101.67416424077769,97.09394569555117,3,2014,Stellar Services,Trade Settlements
85.77381973779907,120.6722012027668,4,2015,Stellar Services,Trade Settlements
87.22215181254263,82.13898182087915,2,2016,Stellar Services,Trade Settlements
54.562925402270224,91.48888160881893,2,2017,Stellar Services,Trade Settlements
97.44370662284908,104.24618961343089,2,2018,Stellar Services,Trade Settlements
97.25139882164657,68.21108246717975,3,2019,Stellar Services,Trade Settlements
102.8896151612829,107.54379940027843,2,2020,Stellar Services,Trade Settlements
61.41451568107188,84.79522731573341,4,2021,Stellar Services,Trade Settlements
73.14702851870682,90.3901845227339,4,2022,Stellar Services,Trade Settlements
55.91976361915524,127.78227243653222,5,2023,Stellar Services,Trade Settlements
68,110,3,2010,OptiTech Solutions,Digital Assets
63.10795220794956,117.32484278092682,4,2011,OptiTech Solutions,Digital Assets
99.50259538203987,93.47060324400105,3,2012,OptiTech Solutions,Digital Assets
66.5328955210699,102.68796280320952,3,2013,OptiTech Solutions,Digital Assets
86.81191739133259,71.57651357113383,4,2014,OptiTech Solutions,Digital Assets
108.52057905956178,121.10131134681407,5,2015,OptiTech Solutions,Digital Assets
121.79388026887679,92.76720642873545,5,2016,OptiTech Solutions,Digital Assets
80.34419137810016,108.78584566500334,3,2017,OptiTech Solutions,Digital Assets
85.51857399222155,102.70547774499272,4,2018,OptiTech Solutions,Digital Assets
69.8094732048213,77.69312404133275,4,2019,OptiTech Solutions,Digital Assets
87.92203707511493,81.03770362998961,4,2020,OptiTech Solutions,Digital Assets
80.61604143190576,105.976543088925,3,2021,OptiTech Solutions,Digital Assets
69.23629818353936,89.77116139101449,2,2022,OptiTech Solutions,Digital Assets
70.94474668964716,94.74929563655037,3,2023,OptiTech Solutions,Digital Assets
84,73,4,2010,OptiTech Solutions,Advisory Services
99.5663623430333,78.91058544886127,4,2011,OptiTech Solutions,Advisory Services
86.24020301801994,103.57310326207268,3,2012,OptiTech Solutions,Advisory Services
95.74344270313252,110.04103509078116,3,2013,OptiTech Solutions,Advisory Services
83.52263914783403,117.5705205371105,4,2014,OptiTech Solutions,Advisory Services
123.12547067422781,88.45799861504604,2,2015,OptiTech Solutions,Advisory Services
102.69385210084987,76.95786425488727,3,2016,OptiTech Solutions,Advisory Services
83.8556874186844,70.97103740349222,4,2017,OptiTech Solutions,Advisory Services
109.65819015152829,113.18114821907656,3,2018,OptiTech Solutions,Advisory Services
67.52383715538798,100.39317606076912,3,2019,OptiTech Solutions,Advisory Services
96.40013742170059,88.53238925674428,4,2020,OptiTech Solutions,Advisory Services
88.43173753436615,106.5886489392248,4,2021,OptiTech Solutions,Advisory Services
91.78296750300518,73.67992661366064,3,2022,OptiTech Solutions,Advisory Services
84.25000266522756,87.07529926093449,4,2023,OptiTech Solutions,Advisory Services
67,81,4,2010,OptiTech Solutions,Trade Settlements
68.7879926631812,94.97908830954054,5,2011,OptiTech Solutions,Trade Settlements
102.39498528651944,107.63536583539326,3,2012,OptiTech Solutions,Trade Settlements
60.49743756208622,74.62193378446315,5,2013,OptiTech Solutions,Trade Settlements
121.96395565804532,119.89942265358837,5,2014,OptiTech Solutions,Trade Settlements
61.17177098568669,76.4268179076793,5,2015,OptiTech Solutions,Trade Settlements
120.54969179415441,113.36871575113014,4,2016,OptiTech Solutions,Trade Settlements
95.16365154229317,101.82705441129843,2,2017,OptiTech Solutions,Trade Settlements
130.9986391525176,121.78286451440763,2,2018,OptiTech Solutions,Trade Settlements
70.16561890890861,83.53271172541692,3,2019,OptiTech Solutions,Trade Settlements
116.10637451649703,79.21726696684703,2,2020,OptiTech Solutions,Trade Settlements
115.16647006263173,100.66152144589196,3,2021,OptiTech Solutions,Trade Settlements
73.88755269927941,72.31711458270487,3,2022,OptiTech Solutions,Trade Settlements
130.52785519498354,81.81992004116451,2,2023,OptiTech Solutions,Trade Settlements
114,74,3,2010,OptiTech Solutions,Custody
64.91168797616783,104.05426326857584,5,2011,OptiTech Solutions,Custody
90.58902033257125,105.24610318192875,3,2012,OptiTech Solutions,Custody
68.8640720769003,72.71422546395974,3,2013,OptiTech Solutions,Custody
82.35932396788373,87.02968041242693,4,2014,OptiTech Solutions,Custody
60.63360016795959,73.97491325245761,3,2015,OptiTech Solutions,Custody
110.97522500228871,84.70309353494463,3,2016,OptiTech Solutions,Custody
98.7932118779964,125.08364692322742,3,2017,OptiTech Solutions,Custody
73.89036178517844,64.20038791289679,2,2018,OptiTech Solutions,Custody
115.48340911606623,118.24182133583773,4,2019,OptiTech Solutions,Custody
54.27848730231491,104.9169920204047,3,2020,OptiTech Solutions,Custody
85.3110222606164,108.0099564104243,4,2021,OptiTech Solutions,Custody
87.0088764955262,90.45838232726393,2,2022,OptiTech Solutions,Custody
93.42336238590477,104.38663887579996,5,2023,OptiTech Solutions,Custody
72,89,3,2010,OptiTech Solutions,Equity and Fixed Income
74.09524408985288,116.08514490130429,4,2011,OptiTech Solutions,Equity and Fixed Income
100.02778505045978,76.10604772841577,3,2012,OptiTech Solutions,Equity and Fixed Income
109.93986882121611,76.0889818102606,5,2013,OptiTech Solutions,Equity and Fixed Income
108.9127845791702,87.93611025865384,3,2014,OptiTech Solutions,Equity and Fixed Income
119.89927426080439,105.18756820627956,5,2015,OptiTech Solutions,Equity and Fixed Income
78.52596042609726,73.89106925552473,3,2016,OptiTech Solutions,Equity and Fixed Income
88.39951942023137,107.98442552489826,3,2017,OptiTech Solutions,Equity and Fixed Income
70.40742220401233,96.22255939393088,5,2018,OptiTech Solutions,Equity and Fixed Income
117.84849837465701,91.20937393077966,3,2019,OptiTech Solutions,Equity and Fixed Income
95.37757492008461,116.73913820741537,2,2020,OptiTech Solutions,Equity and Fixed Income
97.37356371048392,102.16592503091043,3,2021,OptiTech Solutions,Equity and Fixed Income
110.66159917828801,127.34977863827064,4,2022,OptiTech Solutions,Equity and Fixed Income
83.89684380891198,94.22666828506905,4,2023,OptiTech Solutions,Equity and Fixed Income
71,102,3,2010,OptiTech Solutions,Hedge Fund Services
103.61023960544895,98.86061595024742,5,2011,OptiTech Solutions,Hedge Fund Services
112.35099216839953,88.08085876066974,3,2012,OptiTech Solutions,Hedge Fund Services
90.48803364663037,88.08938026974437,3,2013,OptiTech Solutions,Hedge Fund Services
102.18994303692135,80.3404165288507,3,2014,OptiTech Solutions,Hedge Fund Services
82.5010293348715,70.9237125327439,4,2015,OptiTech Solutions,Hedge Fund Services
75.23667767419428,72.97476060532311,3,2016,OptiTech Solutions,Hedge Fund Services
84.5058558352466,65.15938192338841,3,2017,OptiTech Solutions,Hedge Fund Services
126.81031973169239,108.82007261247904,5,2018,OptiTech Solutions,Hedge Fund Services
90.33328772946304,83.7842191766322,4,2019,OptiTech Solutions,Hedge Fund Services
71.60428391069105,77.92893989903948,3,2020,OptiTech Solutions,Hedge Fund Services
84.78994998643994,71.13414946116538,2,2021,OptiTech Solutions,Hedge Fund Services
59.747875455216416,99.11213699335723,3,2022,OptiTech Solutions,Hedge Fund Services
68.88820316197707,88.39094780537143,3,2023,OptiTech Solutions,Hedge Fund Services
110,77,2,2010,OptiTech Solutions,Multi Asset Class Sol
98.50652106260652,101.33941453710443,2,2011,OptiTech Solutions,Multi Asset Class Sol
89.66930366158833,109.184797373202,3,2012,OptiTech Solutions,Multi Asset Class Sol
108.13055063026185,98.03627281609566,2,2013,OptiTech Solutions,Multi Asset Class Sol
85.05461216203057,79.00892554355502,3,2014,OptiTech Solutions,Multi Asset Class Sol
59.480753800557,73.83976104701415,2,2015,OptiTech Solutions,Multi Asset Class Sol
85.04485534133522,120.35925532030936,3,2016,OptiTech Solutions,Multi Asset Class Sol
78.41869774851722,75.53323136588062,3,2017,OptiTech Solutions,Multi Asset Class Sol
102.97246311526968,128.4748990199336,3,2018,OptiTech Solutions,Multi Asset Class Sol
59.678207155104744,112.9141092407474,2,2019,OptiTech Solutions,Multi Asset Class Sol
78.69048597041001,102.81597612821541,2,2020,OptiTech Solutions,Multi Asset Class Sol
97.5840711621124,75.1080645627575,4,2021,OptiTech Solutions,Multi Asset Class Sol
117.19003536297826,110.25979508801296,4,2022,OptiTech Solutions,Multi Asset Class Sol
102.27260000922914,89.62912883499202,3,2023,OptiTech Solutions,Multi Asset Class Sol
78,109,3,2010,OptiTech Solutions,Currency Management
120.81667841223245,116.71123143588355,3,2011,OptiTech Solutions,Currency Management
58.42909096157566,82.76377380698231,4,2012,OptiTech Solutions,Currency Management
74.19112026257623,98.3669657282499,3,2013,OptiTech Solutions,Currency Management
77.08742653260545,113.05245970503623,4,2014,OptiTech Solutions,Currency Management
111.34141344754194,79.2264530632694,5,2015,OptiTech Solutions,Currency Management
105.96741307973534,106.82609111665738,2,2016,OptiTech Solutions,Currency Management
62.80859365868516,102.61493495859752,4,2017,OptiTech Solutions,Currency Management
54.33342916524859,102.50035060235379,3,2018,OptiTech Solutions,Currency Management
103.37842835009684,83.53529038052328,4,2019,OptiTech Solutions,Currency Management
97.58953876497753,101.4946383806323,2,2020,OptiTech Solutions,Currency Management
93.40504524614639,81.89085717231,3,2021,OptiTech Solutions,Currency Management
84.93173073421612,81.42482757862881,4,2022,OptiTech Solutions,Currency Management
117.9484158932053,85.98170946076404,5,2023,OptiTech Solutions,Currency Management
115,117,3,2010,OptiTech Solutions,NAV Calculation
115.23044804482083,90.39372759338968,2,2011,OptiTech Solutions,NAV Calculation
59.187581451154244,103.19477671618085,3,2012,OptiTech Solutions,NAV Calculation
101.69995730067268,103.0932364139972,4,2013,OptiTech Solutions,NAV Calculation
81.9109136006544,123.74932936316709,4,2014,OptiTech Solutions,NAV Calculation
98.61276037848334,86.61361778843974,4,2015,OptiTech Solutions,NAV Calculation
124.93029390218842,94.10540253058122,3,2016,OptiTech Solutions,NAV Calculation
104.76911761238281,83.3580203547676,3,2017,OptiTech Solutions,NAV Calculation
83.01595635762311,78.57070155835689,3,2018,OptiTech Solutions,NAV Calculation
97.67676744787198,81.47763846258002,2,2019,OptiTech Solutions,NAV Calculation
111.93236661883486,104.04476106903147,3,2020,OptiTech Solutions,NAV Calculation
107.39580799311977,95.56769563676973,4,2021,OptiTech Solutions,NAV Calculation
69.24115530981338,123.48539638356011,5,2022,OptiTech Solutions,NAV Calculation
83.35007945146334,77.01389160660716,3,2023,OptiTech Solutions,NAV Calculation
107,119,2,2010,BrightWave Technologies,Trade Settlements
101.72913582642819,93.6114929920573,4,2011,BrightWave Technologies,Trade Settlements
68.31990768387429,109.84385109374641,2,2012,BrightWave Technologies,Trade Settlements
84.40956622732955,79.68870187136977,5,2013,BrightWave Technologies,Trade Settlements
71.43837939808701,94.00912035682681,4,2014,BrightWave Technologies,Trade Settlements
66.85295692203624,71.10808708854938,3,2015,BrightWave Technologies,Trade Settlements
85.55390010691781,107.50477765519801,3,2016,BrightWave Technologies,Trade Settlements
115.13836167544781,86.00458426309629,4,2017,BrightWave Technologies,Trade Settlements
66.66048925561071,78.78602896454832,4,2018,BrightWave Technologies,Trade Settlements
101.10731429093005,80.41595575971328,3,2019,BrightWave Technologies,Trade Settlements
113.0854857124454,102.95262698958464,4,2020,BrightWave Technologies,Trade Settlements
75.28002338936815,89.62224775458917,5,2021,BrightWave Technologies,Trade Settlements
76.56401434859292,123.85205014240054,3,2022,BrightWave Technologies,Trade Settlements
58.61972475412444,101.1996578162182,4,2023,BrightWave Technologies,Trade Settlements
65,116,3,2010,BrightWave Technologies,Security Finances
85.99386425029917,68.97318874164577,5,2011,BrightWave Technologies,Security Finances
70.04878366451013,96.72431287045707,2,2012,BrightWave Technologies,Security Finances
61.94631845468653,93.5040796856599,3,2013,BrightWave Technologies,Security Finances
67.24709695371781,82.99514253319741,4,2014,BrightWave Technologies,Security Finances
101.09735736638032,108.2745975639662,3,2015,BrightWave Technologies,Security Finances
95.47700386892491,95.19365763404576,4,2016,BrightWave Technologies,Security Finances
110.06517243810958,80.36657848532988,5,2017,BrightWave Technologies,Security Finances
117.71341766461848,87.4951783493902,5,2018,BrightWave Technologies,Security Finances
99.78495750993153,91.13109231473214,4,2019,BrightWave Technologies,Security Finances
70.14027645016566,78.03494794146442,4,2020,BrightWave Technologies,Security Finances
126.01938397807231,100.86416513867701,3,2021,BrightWave Technologies,Security Finances
104.44805278132128,108.22859292548249,2,2022,BrightWave Technologies,Security Finances
79.9919867190432,103.66386985108059,4,2023,BrightWave Technologies,Security Finances
66,97,2,2010,BrightWave Technologies,Multi Asset Class Sol
99.87165335262593,73.04538034498657,3,2011,BrightWave Technologies,Multi Asset Class Sol
76.43666690080444,120.82962320911116,2,2012,BrightWave Technologies,Multi Asset Class Sol
121.5282881130369,108.46440435152729,3,2013,BrightWave Technologies,Multi Asset Class Sol
73.7005362602272,112.11027006138201,4,2014,BrightWave Technologies,Multi Asset Class Sol
78.80867294362147,98.35968105312685,4,2015,BrightWave Technologies,Multi Asset Class Sol
94.79849238122925,94.82714035607748,5,2016,BrightWave Technologies,Multi Asset Class Sol
99.39510830287685,81.7776815563627,3,2017,BrightWave Technologies,Multi Asset Class Sol
97.73926416426409,90.43927423726876,2,2018,BrightWave Technologies,Multi Asset Class Sol
115.29661133108468,108.6299850325713,2,2019,BrightWave Technologies,Multi Asset Class Sol
112.1174682692025,90.79987628260204,4,2020,BrightWave Technologies,Multi Asset Class Sol
62.53203485579678,129.4463523628752,3,2021,BrightWave Technologies,Multi Asset Class Sol
99.23632375344961,80.64195958566282,3,2022,BrightWave Technologies,Multi Asset Class Sol
89.35735984908497,90.66830002825073,5,2023,BrightWave Technologies,Multi Asset Class Sol
114,81,4,2010,BrightWave Technologies,Equity and Fixed Income
103.07275930898714,83.26733508792623,4,2011,BrightWave Technologies,Equity and Fixed Income
113.93085128976685,69.92907123201488,3,2012,BrightWave Technologies,Equity and Fixed Income
112.66167150685608,95.30746231384934,2,2013,BrightWave Technologies,Equity and Fixed Income
103.57266783542889,67.75702614954488,3,2014,BrightWave Technologies,Equity and Fixed Income
90.37918044777597,93.52670774801672,5,2015,BrightWave Technologies,Equity and Fixed Income
105.80023861763713,115.4512166084723,5,2016,BrightWave Technologies,Equity and Fixed Income
101.6332621486757,115.20299724438884,3,2017,BrightWave Technologies,Equity and Fixed Income
71.5083023369732,100.92907265103497,3,2018,BrightWave Technologies,Equity and Fixed Income
69.19823313503178,107.09835673465282,2,2019,BrightWave Technologies,Equity and Fixed Income
101.81315364566045,89.60207760519314,2,2020,BrightWave Technologies,Equity and Fixed Income
105.70430989502934,86.84305023034875,2,2021,BrightWave Technologies,Equity and Fixed Income
49.807266732278094,88.05170491618281,3,2022,BrightWave Technologies,Equity and Fixed Income
72.38086687277797,104.21475857066226,2,2023,BrightWave Technologies,Equity and Fixed Income
110,93,2,2010,BrightWave Technologies,Hedge Fund Services
112.49357909459668,89.76245973673154,2,2011,BrightWave Technologies,Hedge Fund Services
84.2189519276218,79.92208959794225,2,2012,BrightWave Technologies,Hedge Fund Services
119.54901546596231,87.68900401481206,2,2013,BrightWave Technologies,Hedge Fund Services
86.79977064039258,84.63310308718596,4,2014,BrightWave Technologies,Hedge Fund Services
68.45115797299914,68.88812305360622,4,2015,BrightWave Technologies,Hedge Fund Services
128.32719146921374,122.43441736146079,5,2016,BrightWave Technologies,Hedge Fund Services
63.22030124377133,94.06588055936831,4,2017,BrightWave Technologies,Hedge Fund Services
95.97482922317423,102.70125765558214,3,2018,BrightWave Technologies,Hedge Fund Services
92.7344313777298,102.4328823170485,3,2019,BrightWave Technologies,Hedge Fund Services
98.10949955495339,74.56654706644751,3,2020,BrightWave Technologies,Hedge Fund Services
114.6000291772979,91.24146856251103,4,2021,BrightWave Technologies,Hedge Fund Services
75.63080478397448,64.72213658161941,3,2022,BrightWave Technologies,Hedge Fund Services
78.51879720529261,99.4323703448192,3,2023,BrightWave Technologies,Hedge Fund Services
86,92,4,2010,BrightWave Technologies,Custody
108.6898883727458,102.71721048627977,3,2011,BrightWave Technologies,Custody
107.41314345297779,94.68631163451553,3,2012,BrightWave Technologies,Custody
94.80326169329999,117.36411508457323,5,2013,BrightWave Technologies,Custody
107.58269656798213,102.4530651818166,4,2014,BrightWave Technologies,Custody
82.67667674615404,115.53027564588693,4,2015,BrightWave Technologies,Custody
98.066530909025,109.22339047383946,3,2016,BrightWave Technologies,Custody
115.76764026788159,86.6815574085069,3,2017,BrightWave Technologies,Custody
87.61368402943259,84.29649425474543,2,2018,BrightWave Technologies,Custody
67.3679685771606,96.92488408511257,4,2019,BrightWave Technologies,Custody
71.58077230779884,62.92047898426583,3,2020,BrightWave Technologies,Custody
103.17018283913666,61.832813604521505,5,2021,BrightWave Technologies,Custody
96.81629220935253,90.9637277291174,3,2022,BrightWave Technologies,Custody
97.3525942421395,101.81657587995282,3,2023,BrightWave Technologies,Custody
105,79,2,2010,BrightWave Technologies,Currency Management
115.58660620544313,111.09373084118572,4,2011,BrightWave Technologies,Currency Management
118.93839102650996,80.07382886544556,3,2012,BrightWave Technologies,Currency Management
94.0038239130355,122.43542457345416,5,2013,BrightWave Technologies,Currency Management
103.9433279020109,100.73077188673001,3,2014,BrightWave Technologies,Currency Management
57.538863186597425,104.50015938129334,3,2015,BrightWave Technologies,Currency Management
80.46996675081566,94.58113996018751,2,2016,BrightWave Technologies,Currency Management
80.96202173990034,98.77117018939518,4,2017,BrightWave Technologies,Currency Management
82.53243773403123,119.69946524752937,4,2018,BrightWave Technologies,Currency Management
106.85646320804852,68.2081872151273,4,2019,BrightWave Technologies,Currency Management
101.06561361159632,91.40056839390589,5,2020,BrightWave Technologies,Currency Management
73.72357196371047,94.48891270987046,3,2021,BrightWave Technologies,Currency Management
73.38647722317063,95.07464492138976,3,2022,BrightWave Technologies,Currency Management
93.9327137647415,106.4285533700483,2,2023,BrightWave Technologies,Currency Management
92,73,2,2010,Vertex Enterprises,Hedge Fund Services
61.661308782572114,102.46725082078824,4,2011,Vertex Enterprises,Hedge Fund Services
72.0135391280661,71.98659551263813,3,2012,Vertex Enterprises,Hedge Fund Services
100.62587425546448,108.71742488365564,3,2013,Vertex Enterprises,Hedge Fund Services
107.4362007603072,110.98375684811253,5,2014,Vertex Enterprises,Hedge Fund Services
81.3725542068789,114.77185488648243,3,2015,Vertex Enterprises,Hedge Fund Services
78.61385484382282,120.69894963983518,3,2016,Vertex Enterprises,Hedge Fund Services
71.81824254724668,83.16994812174525,3,2017,Vertex Enterprises,Hedge Fund Services
66.67570381702546,83.8096175092173,4,2018,Vertex Enterprises,Hedge Fund Services
100.43887513525603,75.45837118358737,3,2019,Vertex Enterprises,Hedge Fund Services
107.31371348591776,78.77622602079259,2,2020,Vertex Enterprises,Hedge Fund Services
88.2568291664945,122.4542087484306,3,2021,Vertex Enterprises,Hedge Fund Services
120.64939994853218,125.42863619305628,2,2022,Vertex Enterprises,Hedge Fund Services
89.38272328388301,108.94709833364087,4,2023,Vertex Enterprises,Hedge Fund Services
71,84,2,2010,Vertex Enterprises,NAV Calculation
115.52721320881798,105.05518640991669,5,2011,Vertex Enterprises,NAV Calculation
88.99874263310849,117.91463472043002,3,2012,Vertex Enterprises,NAV Calculation
63.220415179737856,110.08697549505656,5,2013,Vertex Enterprises,NAV Calculation
103.06538346737894,109.36660065274555,2,2014,Vertex Enterprises,NAV Calculation
85.40292592707468,77.82782596691958,2,2015,Vertex Enterprises,NAV Calculation
69.42237205373854,98.40433005854086,3,2016,Vertex Enterprises,NAV Calculation
65.36714321834626,104.794355078637,5,2017,Vertex Enterprises,NAV Calculation
71.18742708015839,98.89581084586924,4,2018,Vertex Enterprises,NAV Calculation
94.76660211415196,85.62000285834154,5,2019,Vertex Enterprises,NAV Calculation
81.92656741345715,100.57350087961323,4,2020,Vertex Enterprises,NAV Calculation
98.34578723960497,75.34319998917539,3,2021,Vertex Enterprises,NAV Calculation
94.36097761420923,109.95516203876005,4,2022,Vertex Enterprises,NAV Calculation
62.802369499885245,94.4046593683362,2,2023,Vertex Enterprises,NAV Calculation
92,100,3,2010,Vertex Enterprises,Advisory Services
63.43350686289801,71.26767344852348,3,2011,Vertex Enterprises,Advisory Services
91.17080631617841,104.01167164561355,2,2012,Vertex Enterprises,Advisory Services
87.84305170096972,123.0895742933878,4,2013,Vertex Enterprises,Advisory Services
58.66043332978796,91.60351690156998,3,2014,Vertex Enterprises,Advisory Services
105.59608471624736,120.79916805607493,3,2015,Vertex Enterprises,Advisory Services
114.87293855667986,116.58084567144627,4,2016,Vertex Enterprises,Advisory Services
128.8887647281308,98.48849225626371,2,2017,Vertex Enterprises,Advisory Services
87.31586134081222,80.47778861471019,4,2018,Vertex Enterprises,Advisory Services
116.28126075457358,90.54712534302696,2,2019,Vertex Enterprises,Advisory Services
95.74572023771248,93.27849776571047,3,2020,Vertex Enterprises,Advisory Services
112.19183926419035,59.74538174218232,5,2021,Vertex Enterprises,Advisory Services
106.37664529226726,85.95295280722345,4,2022,Vertex Enterprises,Advisory Services
73.56823362282856,96.77456156516254,3,2023,Vertex Enterprises,Advisory Services
81,90,4,2010,Vertex Enterprises,Digital Assets
83.23217436514831,88.7596988028713,3,2011,Vertex Enterprises,Digital Assets
85.32973055763594,88.49329543889648,4,2012,Vertex Enterprises,Digital Assets
86.90493589512546,114.17174086604271,2,2013,Vertex Enterprises,Digital Assets
65.81471179441971,79.49934232246994,3,2014,Vertex Enterprises,Digital Assets
66.74932159709675,90.83447346630484,3,2015,Vertex Enterprises,Digital Assets
123.23966990452101,103.78116720239606,4,2016,Vertex Enterprises,Digital Assets
80.34236880312011,118.98344458364599,4,2017,Vertex Enterprises,Digital Assets
81.94780172181947,73.46997648721647,3,2018,Vertex Enterprises,Digital Assets
94.37727332058654,100.13282803566074,3,2019,Vertex Enterprises,Digital Assets
99.72732996259487,70.01118962297166,3,2020,Vertex Enterprises,Digital Assets
73.83092491537606,90.95581291630556,4,2021,Vertex Enterprises,Digital Assets
113.42619584022515,109.65258712017571,4,2022,Vertex Enterprises,Digital Assets
92.87156360241853,86.88823901168587,4,2023,Vertex Enterprises,Digital Assets
91,117,2,2010,Vertex Enterprises,Currency Management
107.33826988885575,114.60734921162693,4,2011,Vertex Enterprises,Currency Management
101.65034203870931,109.66402837982722,2,2012,Vertex Enterprises,Currency Management
104.48934013324589,75.4599131015128,2,2013,Vertex Enterprises,Currency Management
105.88249615112645,101.18971823111241,3,2014,Vertex Enterprises,Currency Management
88.97015467588056,98.43761721994608,4,2015,Vertex Enterprises,Currency Management
70.15697672504348,90.37183999943989,4,2016,Vertex Enterprises,Currency Management
74.08568231106081,92.21941651913042,3,2017,Vertex Enterprises,Currency Management
69.47562848011603,102.76671847120046,5,2018,Vertex Enterprises,Currency Management
108.95194130319423,109.16388285695626,2,2019,Vertex Enterprises,Currency Management
111.5388973406168,117.13372897806462,4,2020,Vertex Enterprises,Currency Management
61.214046336529194,91.68622133364086,3,2021,Vertex Enterprises,Currency Management
89.29725066924739,108.27232362105856,3,2022,Vertex Enterprises,Currency Management
86.16626402992367,84.11813973292325,4,2023,Vertex Enterprises,Currency Management
117,80,4,2010,Alpha Omega Labs,Custody
98.32335167829511,103.680031094529,4,2011,Alpha Omega Labs,Custody
75.04920220176551,78.32166011642687,3,2012,Alpha Omega Labs,Custody
86.41405147085729,68.46647703974922,3,2013,Alpha Omega Labs,Custody
91.59677403299969,91.77996470847351,4,2014,Alpha Omega Labs,Custody
104.89688431242648,94.42958394024292,4,2015,Alpha Omega Labs,Custody
104.16113758758954,103.6745279389134,4,2016,Alpha Omega Labs,Custody
61.11466508449776,108.7888735590424,3,2017,Alpha Omega Labs,Custody
74.97163982850614,104.67852614635848,3,2018,Alpha Omega Labs,Custody
97.05898936173492,115.53622799933947,3,2019,Alpha Omega Labs,Custody
74.67432840852555,83.25071899702071,5,2020,Alpha Omega Labs,Custody
107.47259327441911,108.23816587320078,3,2021,Alpha Omega Labs,Custody
99.54829772713308,98.33075594868266,3,2022,Alpha Omega Labs,Custody
121.50405417124657,61.88505609129688,5,2023,Alpha Omega Labs,Custody
85,100,4,2010,Alpha Omega Labs,Security Finances
82.77166295127729,116.79945990836198,2,2011,Alpha Omega Labs,Security Finances
100.08580975494664,115.50613673533876,2,2012,Alpha Omega Labs,Security Finances
114.3487370185105,106.24559227263646,4,2013,Alpha Omega Labs,Security Finances
83.67713381195391,92.97113813041982,2,2014,Alpha Omega Labs,Security Finances
78.6921650014729,119.98885856157811,3,2015,Alpha Omega Labs,Security Finances
108.45243518914853,105.69707135784276,2,2016,Alpha Omega Labs,Security Finances
69.99159129427854,79.18202628341648,4,2017,Alpha Omega Labs,Security Finances
92.30481294503045,78.09906248507669,3,2018,Alpha Omega Labs,Security Finances
81.23151120185094,87.465278078082,3,2019,Alpha Omega Labs,Security Finances
69.03202199374513,80.31364014941477,5,2020,Alpha Omega Labs,Security Finances
106.22288405624636,84.57887333233464,3,2021,Alpha Omega Labs,Security Finances
67.61147102691343,123.9130563129911,2,2022,Alpha Omega Labs,Security Finances
97.37560572688552,93.73407002369628,3,2023,Alpha Omega Labs,Security Finances
72,90,4,2010,Alpha Omega Labs,Hedge Fund Services
77.8712438745807,109.41967965010119,3,2011,Alpha Omega Labs,Hedge Fund Services
121.4339826486659,102.83887963325235,4,2012,Alpha Omega Labs,Hedge Fund Services
75.94797504399332,89.19219998678858,3,2013,Alpha Omega Labs,Hedge Fund Services
95.92210319621385,72.10659672565939,3,2014,Alpha Omega Labs,Hedge Fund Services
79.95684435325802,101.98621668548034,3,2015,Alpha Omega Labs,Hedge Fund Services
64.21464305646903,77.16903611755217,3,2016,Alpha Omega Labs,Hedge Fund Services
61.176698372857146,114.55400374536987,3,2017,Alpha Omega Labs,Hedge Fund Services
74.21541789624271,71.13544900760269,4,2018,Alpha Omega Labs,Hedge Fund Services
116.12722382354178,112.76174800550166,5,2019,Alpha Omega Labs,Hedge Fund Services
95.64765770325242,125.69445743002095,2,2020,Alpha Omega Labs,Hedge Fund Services
81.96890131934634,100.1681442326734,4,2021,Alpha Omega Labs,Hedge Fund Services
101.70827718813977,118.08485079456825,2,2022,Alpha Omega Labs,Hedge Fund Services
98.13510356460345,98.29442691171484,2,2023,Alpha Omega Labs,Hedge Fund Services
95,71,4,2010,Alpha Omega Labs,Multi Asset Class Sol
116.80865002301657,87.01891137836752,4,2011,Alpha Omega Labs,Multi Asset Class Sol
